Name,Roll Number,Batch,Program,Course ID 1,Course 1,Course ID 2,Course 2,Customised Course ID,Customised Course
Fatima Butt,CT-25279580,2025,MS in Data Science,CT-524,Knowledge Based System,CT-581,Statistics & Probability for Data Science,,
Fatima Khan,CT-24279581,2024,MS in Computer Science and Information Technology,CT-534,Software Quality Assurance,CT-513,Quality Information System,,
Zohaib Siddiqui,CT-25279582,2025,MS in Information Security,CT-543,Database Security,CT-553,Emerging Trends in Information Security 3,,
Ahmed Mir,CT-24279583,2024,MS DS (Geospatial Data Science),CT-530,Data Mining,CT-590,Data Visualization,CT-495,Fundamentals of Remote Sensing and GIS
Ayesha Ahmed,CT-24279584,2024,MS DS (Geospatial Data Science),CT-530,Data Mining,CT-562,Machine Learning,CT-495,Fundamentals of Remote Sensing and GIS
Amna Butt,CT-25279585,2025,MS in Data Science,CT-529,Object Oriented Databases,CT-562,Machine Learning,CT-493,Data Structure and Algorithm Design
Hassan Ahmed,CT-24279586,2024,MS in Information Security,CT-509,Distributed Systems,CT-553,Emerging Trends in Information Security 3,CT-493,Data Structure and Algorithm Design
Hassan Raza,CT-24279587,2024,MS DS (Geospatial Data Science),CT-5011,GIS for Emergency Management,CT-581,Statistics & Probability for Data Science,,
Ayesha Siddiqui,CT-25279588,2025,MS DS (Geospatial Data Science),CT-562,Machine Learning,CT-5012,Emerging Trends in Remote Sensing & GIS,CT-495,Fundamentals of Remote Sensing and GIS
Zain Mir,CT-25279589,2025,MS DS (Geospatial Data Science),CT-5011,GIS for Emergency Management,CT-562,Machine Learning,CT-494,Introduction to Databases
Zohaib Butt,CT-25279590,2025,MS in Information Security,CT-552,Quantum Cryptography,CT-555,Cloud Security,CT-494,Introduction to Databases
Zohaib Shah,CT-25279591,2025,MS in Data Science,CT-559,Artificial Neural Networks,CT-524,Knowledge Based System,CT-492,Object Oriented Programming
Ayesha Khan,CT-25279592,2025,MS in Data Science,CT-524,Knowledge Based System,CT-521,Distributed Intelligence Systems,CT-492,Object Oriented Programming
Amna Mir,CT-25279593,2025,MS DS (Geospatial Data Science),CT-590,Data Visualization,CT-5011,GIS for Emergency Management,,
Maryam Raza,CT-24279594,2024,MS DS (Geospatial Data Science),CT-562,Machine Learning,CT-5012,Emerging Trends in Remote Sensing & GIS,CT-494,Introduction to Databases
Hussain Shah,CT-25279595,2025,MS in Information Security,CT-543,Database Security,CT-552,Quantum Cryptography,,
Maryam Butt,CT-25279596,2025,MS in Computer Science and Information Technology,CT-512,Principles of Marketing,CT-577,Advanced Theory of Automata,,
Ali Shah,CT-24279597,2024,MS DS (Geospatial Data Science),CT-581,Statistics & Probability for Data Science,CT-562,Machine Learning,CT-494,Introduction to Databases
Hussain Butt,CT-25279598,2025,MS in Computer Science and Information Technology,CT-526,Logic Programming,CT-511,Information System Development Methodologies,CT-494,Introduction to Databases
Fatima Raza,CT-24279599,2024,MS in Data Science,CT-521,Distributed Intelligence Systems,CT-525,Modeling & Simulation,CT-493,Data Structure and Algorithm Design
Mubashir Ahmed,CT-25279600,2025,MS in Information Security,CT-575,Cryptography,CT-553,Emerging Trends in Information Security 3,,
Sara Mir,CT-24279601,2024,MS in Data Science,CT-529,Object Oriented Databases,CT-562,Machine Learning,,
Ahmed Shah,CT-25279602,2025,MS in Information Security,CT-542,Information Security Management,CT-552,Quantum Cryptography,CT-493,Data Structure and Algorithm Design
Hassan Siddiqui,CT-24279603,2024,MS in Computer Science and Information Technology,CT-516,Multimedia Communications,CT-534,Software Quality Assurance,CT-494,Introduction to Databases
Hassan Shah,CT-24279604,2024,MS in Information Security,CT-551,Fault Tolerance and Reliability,CT-552,Quantum Cryptography,CT-493,Data Structure and Algorithm Design
Fatima Raza,CT-24279605,2024,MS DS (Geospatial Data Science),CT-5011,GIS for Emergency Management,CT-590,Data Visualization,,
Bilal Butt,CT-25279606,2025,MS in Computer Science and Information Technology,CT-513,Quality Information System,CT-526,Logic Programming,CT-494,Introduction to Databases
Maryam Siddiqui,CT-25279607,2025,MS DS (Geospatial Data Science),CT-5011,GIS for Emergency Management,CT-527,Image processing & Computer Vision,,
Hamza Butt,CT-24279608,2024,MS in Information Security,CT-552,Quantum Cryptography,CT-555,Cloud Security,,
Ayesha Butt,CT-25279609,2025,MS in Information Security,CT-551,Fault Tolerance and Reliability,CT-507,Wireless and Mobile Communication Networks,,
Amna Raza,CT-24279610,2024,MS in Information Security,CT-554,Ethical Hacking,CT-509,Distributed Systems,CT-493,Data Structure and Algorithm Design
Amna Ahmed,CT-24279611,2024,MS in Information Security,CT-541,Network Security,CT-554,Ethical Hacking,CT-494,Introduction to Databases
Zohaib Ahmed,CT-25279612,2025,MS in Information Security,CT-552,Quantum Cryptography,CT-509,Distributed Systems,,
Ayesha Shah,CT-25279613,2025,MS in Information Security,CT-553,Emerging Trends in Information Security 3,CT-544,Cyber Crimes and Security,CT-494,Introduction to Databases
Amna Raza,CT-24279614,2024,MS in Information Security,CT-553,Emerging Trends in Information Security 3,CT-554,Ethical Hacking,,
Usman Ahmed,CT-24279615,2024,MS in Information Security,CT-544,Cyber Crimes and Security,CT-507,Wireless and Mobile Communication Networks,CT-494,Introduction to Databases
Sara Ahmed,CT-24279616,2024,MS DS (Geospatial Data Science),CT-527,Image processing & Computer Vision,CT-581,Statistics & Probability for Data Science,CT-494,Introduction to Databases
Ayesha Siddiqui,CT-25279617,2025,MS in Computer Science and Information Technology,CT-534,Software Quality Assurance,CT-523,Fuzzy Control & Neural Networks,CT-494,Introduction to Databases
Fatima Butt,CT-25279618,2025,MS in Data Science,CT-525,Modeling & Simulation,CT-521,Distributed Intelligence Systems,CT-493,Data Structure and Algorithm Design
Mubashir Mir,CT-25279619,2025,MS in Computer Science and Information Technology,CT-512,Principles of Marketing,CT-526,Logic Programming,CT-494,Introduction to Databases
Hussain Butt,CT-25279620,2025,MS in Computer Science and Information Technology,CT-501,Software Project Management,CT-511,Information System Development Methodologies,,
Mubashir Ahmed,CT-25279621,2025,MS in Information Security,CT-555,Cloud Security,CT-551,Fault Tolerance and Reliability,,
Usman Mir,CT-25279622,2025,MS in Data Science,CT-581,Statistics & Probability for Data Science,CT-529,Object Oriented Databases,CT-492,Object Oriented Programming
Hassan Butt,CT-24279623,2024,MS in Computer Science and Information Technology,CT-577,Advanced Theory of Automata,CT-516,Multimedia Communications,,
Usman Mir,CT-24279624,2024,MS in Computer Science and Information Technology,CT-513,Quality Information System,CT-530,Data Mining,CT-491,Operating System
Ali Raza,CT-25279625,2025,MS DS (Geospatial Data Science),CT-527,Image processing & Computer Vision,CT-5011,GIS for Emergency Management,,
Usman Shah,CT-25279626,2025,MS in Information Security,CT-554,Ethical Hacking,CT-507,Wireless and Mobile Communication Networks,CT-493,Data Structure and Algorithm Design
Ahmed Ahmed,CT-24279627,2024,MS in Data Science,CT-581,Statistics & Probability for Data Science,CT-562,Machine Learning,CT-492,Object Oriented Programming
Ali Raza,CT-24279628,2024,MS in Computer Science and Information Technology,CT-530,Data Mining,CT-523,Fuzzy Control & Neural Networks,CT-494,Introduction to Databases
Bilal Shah,CT-24279629,2024,MS DS (Geospatial Data Science),CT-527,Image processing & Computer Vision,CT-5004,Advanced Programming in GIS,,
Hussain Siddiqui,CT-25279630,2025,MS in Computer Science and Information Technology,CT-513,Quality Information System,CT-577,Advanced Theory of Automata,CT-494,Introduction to Databases
Dua Ahmed,CT-25279631,2025,MS DS (Geospatial Data Science),CT-5011,GIS for Emergency Management,CT-5007,Web GIS,CT-495,Fundamentals of Remote Sensing and GIS
Maryam Khan,CT-25279632,2025,MS DS (Geospatial Data Science),CT-5004,Advanced Programming in GIS,CT-562,Machine Learning,,
Hussain Raza,CT-24279633,2024,MS in Information Security,CT-553,Emerging Trends in Information Security 3,CT-507,Wireless and Mobile Communication Networks,CT-494,Introduction to Databases
Hassan Ahmed,CT-25279634,2025,MS in Data Science,CT-530,Data Mining,CT-559,Artificial Neural Networks,CT-493,Data Structure and Algorithm Design
Hussain Mir,CT-24279635,2024,MS in Information Security,CT-555,Cloud Security,CT-541,Network Security,CT-494,Introduction to Databases
Hassan Butt,CT-25279636,2025,MS in Data Science,CT-521,Distributed Intelligence Systems,CT-581,Statistics & Probability for Data Science,CT-492,Object Oriented Programming
Zohaib Mir,CT-25279637,2025,MS in Data Science,CT-562,Machine Learning,CT-521,Distributed Intelligence Systems,CT-492,Object Oriented Programming
Amna Shah,CT-24279638,2024,MS DS (Geospatial Data Science),CT-5005,Spatial Decision Support Systems,CT-590,Data Visualization,,
Zohaib Khan,CT-25279639,2025,MS in Information Security,CT-551,Fault Tolerance and Reliability,CT-552,Quantum Cryptography,CT-493,Data Structure and Algorithm Design
Fatima Ahmed,CT-25279640,2025,MS in Computer Science and Information Technology,CT-526,Logic Programming,CT-523,Fuzzy Control & Neural Networks,CT-494,Introduction to Databases
Zohaib Ahmed,CT-24279641,2024,MS DS (Geospatial Data Science),CT-530,Data Mining,CT-562,Machine Learning,CT-494,Introduction to Databases
Hassan Khan,CT-25279642,2025,MS in Computer Science and Information Technology,CT-511,Information System Development Methodologies,CT-513,Quality Information System,CT-491,Operating System
Maryam Siddiqui,CT-24279643,2024,MS in Computer Science and Information Technology,CT-530,Data Mining,CT-501,Software Project Management,,
Hussain Ahmed,CT-24279644,2024,MS in Computer Science and Information Technology,CT-506,Advanced Analysis of Algorithms,CT-516,Multimedia Communications,,
Sara Butt,CT-25279645,2025,MS in Data Science,CT-528,Advance Database Techniques,CT-521,Distributed Intelligence Systems,,
Usman Butt,CT-25279646,2025,MS in Computer Science and Information Technology,CT-534,Software Quality Assurance,CT-577,Advanced Theory of Automata,,
Zohaib Khan,CT-24279647,2024,MS in Information Security,CT-543,Database Security,CT-541,Network Security,CT-493,Data Structure and Algorithm Design
Dua Shah,CT-25279648,2025,MS in Computer Science and Information Technology,CT-516,Multimedia Communications,CT-530,Data Mining,CT-494,Introduction to Databases
Fatima Khan,CT-24279649,2024,MS in Information Security,CT-509,Distributed Systems,CT-553,Emerging Trends in Information Security 3,,
Dua Siddiqui,CT-24279650,2024,MS in Computer Science and Information Technology,CT-534,Software Quality Assurance,CT-512,Principles of Marketing,CT-494,Introduction to Databases
Mubashir Butt,CT-25279651,2025,MS DS (Geospatial Data Science),CT-527,Image processing & Computer Vision,CT-5004,Advanced Programming in GIS,CT-495,Fundamentals of Remote Sensing and GIS
Bilal Khan,CT-25279652,2025,MS DS (Geospatial Data Science),CT-5005,Spatial Decision Support Systems,CT-5012,Emerging Trends in Remote Sensing & GIS,CT-495,Fundamentals of Remote Sensing and GIS
Ayesha Butt,CT-24279653,2024,MS in Data Science,CT-528,Advance Database Techniques,CT-529,Object Oriented Databases,CT-492,Object Oriented Programming
Fatima Shah,CT-24279654,2024,MS in Computer Science and Information Technology,CT-513,Quality Information System,CT-511,Information System Development Methodologies,CT-494,Introduction to Databases
Hussain Shah,CT-25279655,2025,MS DS (Geospatial Data Science),CT-5005,Spatial Decision Support Systems,CT-5011,GIS for Emergency Management,CT-495,Fundamentals of Remote Sensing and GIS
Hamza Butt,CT-25279656,2025,MS in Computer Science and Information Technology,CT-526,Logic Programming,CT-513,Quality Information System,,
Hamza Mir,CT-25279657,2025,MS in Data Science,CT-528,Advance Database Techniques,CT-525,Modeling & Simulation,CT-492,Object Oriented Programming
Hassan Mir,CT-24279658,2024,MS in Computer Science and Information Technology,CT-516,Multimedia Communications,CT-534,Software Quality Assurance,CT-491,Operating System
Hussain Mir,CT-25279659,2025,MS in Information Security,CT-555,Cloud Security,CT-554,Ethical Hacking,CT-493,Data Structure and Algorithm Design
Mubashir Shah,CT-24279660,2024,MS in Computer Science and Information Technology,CT-513,Quality Information System,CT-501,Software Project Management,,
Hassan Shah,CT-24279661,2024,MS in Data Science,CT-524,Knowledge Based System,CT-521,Distributed Intelligence Systems,CT-493,Data Structure and Algorithm Design
Fatima Shah,CT-25279662,2025,MS in Computer Science and Information Technology,CT-511,Information System Development Methodologies,CT-523,Fuzzy Control & Neural Networks,,
Dua Ahmed,CT-25279663,2025,MS DS (Geospatial Data Science),CT-5004,Advanced Programming in GIS,CT-5005,Spatial Decision Support Systems,CT-494,Introduction to Databases
Usman Mir,CT-25279664,2025,MS in Computer Science and Information Technology,CT-523,Fuzzy Control & Neural Networks,CT-501,Software Project Management,,
Zain Khan,CT-24279665,2024,MS in Data Science,CT-529,Object Oriented Databases,CT-525,Modeling & Simulation,CT-492,Object Oriented Programming
Ayesha Butt,CT-25279666,2025,MS in Computer Science and Information Technology,CT-526,Logic Programming,CT-523,Fuzzy Control & Neural Networks,CT-494,Introduction to Databases
Ahmed Ahmed,CT-24279667,2024,MS in Information Security,CT-575,Cryptography,CT-543,Database Security,CT-494,Introduction to Databases
Ali Khan,CT-25279668,2025,MS in Computer Science and Information Technology,CT-530,Data Mining,CT-523,Fuzzy Control & Neural Networks,CT-494,Introduction to Databases
Hamza Shah,CT-25279669,2025,MS DS (Geospatial Data Science),CT-5004,Advanced Programming in GIS,CT-5011,GIS for Emergency Management,CT-494,Introduction to Databases
Amna Siddiqui,CT-25279670,2025,MS in Computer Science and Information Technology,CT-513,Quality Information System,CT-511,Information System Development Methodologies,,
Bilal Siddiqui,CT-24279671,2024,MS in Data Science,CT-562,Machine Learning,CT-581,Statistics & Probability for Data Science,CT-493,Data Structure and Algorithm Design
Ayesha Siddiqui,CT-24279672,2024,MS in Computer Science and Information Technology,CT-577,Advanced Theory of Automata,CT-526,Logic Programming,CT-491,Operating System
Zohaib Shah,CT-24279673,2024,MS in Computer Science and Information Technology,CT-530,Data Mining,CT-513,Quality Information System,,
Usman Mir,CT-25279674,2025,MS in Information Security,CT-542,Information Security Management,CT-541,Network Security,CT-493,Data Structure and Algorithm Design
Sara Khan,CT-24279675,2024,MS in Computer Science and Information Technology,CT-526,Logic Programming,CT-501,Software Project Management,CT-491,Operating System
Sara Shah,CT-25279676,2025,MS in Computer Science and Information Technology,CT-523,Fuzzy Control & Neural Networks,CT-512,Principles of Marketing,,
Sara Khan,CT-24279677,2024,MS in Computer Science and Information Technology,CT-512,Principles of Marketing,CT-513,Quality Information System,CT-494,Introduction to Databases
Amna Raza,CT-25279678,2025,MS DS (Geospatial Data Science),CT-590,Data Visualization,CT-5004,Advanced Programming in GIS,,
Dua Mir,CT-24279679,2024,MS in Data Science,CT-528,Advance Database Techniques,CT-525,Modeling & Simulation,,
Hussain Khan,CT-25279680,2025,MS in Data Science,CT-525,Modeling & Simulation,CT-581,Statistics & Probability for Data Science,,
Mubashir Siddiqui,CT-25279681,2025,MS DS (Geospatial Data Science),CT-590,Data Visualization,CT-5004,Advanced Programming in GIS,CT-495,Fundamentals of Remote Sensing and GIS
Ali Mir,CT-24279682,2024,MS in Data Science,CT-528,Advance Database Techniques,CT-529,Object Oriented Databases,CT-492,Object Oriented Programming
Fatima Khan,CT-25279683,2025,MS in Information Security,CT-552,Quantum Cryptography,CT-509,Distributed Systems,CT-493,Data Structure and Algorithm Design
Ayesha Raza,CT-24279684,2024,MS DS (Geospatial Data Science),CT-590,Data Visualization,CT-5005,Spatial Decision Support Systems,,
Hamza Siddiqui,CT-24279685,2024,MS in Information Security,CT-507,Wireless and Mobile Communication Networks,CT-575,Cryptography,CT-494,Introduction to Databases
Ayesha Mir,CT-25279686,2025,MS in Information Security,CT-509,Distributed Systems,CT-507,Wireless and Mobile Communication Networks,CT-493,Data Structure and Algorithm Design
Zain Mir,CT-25279687,2025,MS in Computer Science and Information Technology,CT-513,Quality Information System,CT-523,Fuzzy Control & Neural Networks,CT-494,Introduction to Databases
Ahmed Mir,CT-25279688,2025,MS DS (Geospatial Data Science),CT-562,Machine Learning,CT-5011,GIS for Emergency Management,,
Mubashir Siddiqui,CT-25279689,2025,MS DS (Geospatial Data Science),CT-5007,Web GIS,CT-527,Image processing & Computer Vision,CT-494,Introduction to Databases
Mubashir Siddiqui,CT-25279690,2025,MS in Information Security,CT-551,Fault Tolerance and Reliability,CT-541,Network Security,,
Bilal Mir,CT-24279691,2024,MS in Computer Science and Information Technology,CT-523,Fuzzy Control & Neural Networks,CT-513,Quality Information System,,
Zohaib Khan,CT-25279692,2025,MS DS (Geospatial Data Science),CT-581,Statistics & Probability for Data Science,CT-5005,Spatial Decision Support Systems,CT-494,Introduction to Databases
Hassan Mir,CT-24279693,2024,MS DS (Geospatial Data Science),CT-562,Machine Learning,CT-5004,Advanced Programming in GIS,CT-494,Introduction to Databases
Amna Siddiqui,CT-25279694,2025,MS in Information Security,CT-552,Quantum Cryptography,CT-542,Information Security Management,CT-494,Introduction to Databases
Amna Raza,CT-24279695,2024,MS in Computer Science and Information Technology,CT-577,Advanced Theory of Automata,CT-516,Multimedia Communications,,
Hamza Raza,CT-24279696,2024,MS in Information Security,CT-555,Cloud Security,CT-544,Cyber Crimes and Security,,
Dua Raza,CT-24279697,2024,MS DS (Geospatial Data Science),CT-5004,Advanced Programming in GIS,CT-527,Image processing & Computer Vision,CT-494,Introduction to Databases
Dua Raza,CT-25279698,2025,MS in Data Science,CT-581,Statistics & Probability for Data Science,CT-527,Image processing & Computer Vision,CT-493,Data Structure and Algorithm Design
Hussain Butt,CT-24279699,2024,MS in Data Science,CT-581,Statistics & Probability for Data Science,CT-521,Distributed Intelligence Systems,,
Ali Siddiqui,CT-25279700,2025,MS in Computer Science and Information Technology,CT-501,Software Project Management,CT-534,Software Quality Assurance,CT-494,Introduction to Databases
Ayesha Khan,CT-25279701,2025,MS in Information Security,CT-509,Distributed Systems,CT-553,Emerging Trends in Information Security 3,,
Sara Mir,CT-25279702,2025,MS in Information Security,CT-552,Quantum Cryptography,CT-509,Distributed Systems,CT-494,Introduction to Databases
Ahmed Butt,CT-25279703,2025,MS in Data Science,CT-562,Machine Learning,CT-530,Data Mining,,
Ali Ahmed,CT-25279704,2025,MS DS (Geospatial Data Science),CT-581,Statistics & Probability for Data Science,CT-5007,Web GIS,,
Zain Butt,CT-24279705,2024,MS in Data Science,CT-528,Advance Database Techniques,CT-524,Knowledge Based System,CT-492,Object Oriented Programming
Zohaib Butt,CT-24279706,2024,MS in Information Security,CT-541,Network Security,CT-544,Cyber Crimes and Security,CT-493,Data Structure and Algorithm Design
Hamza Ahmed,CT-25279707,2025,MS in Information Security,CT-551,Fault Tolerance and Reliability,CT-543,Database Security,CT-493,Data Structure and Algorithm Design
Ahmed Butt,CT-24279708,2024,MS in Computer Science and Information Technology,CT-512,Principles of Marketing,CT-526,Logic Programming,CT-491,Operating System
Ahmed Ahmed,CT-24279709,2024,MS in Data Science,CT-559,Artificial Neural Networks,CT-581,Statistics & Probability for Data Science,,
Sara Siddiqui,CT-25279710,2025,MS in Data Science,CT-529,Object Oriented Databases,CT-530,Data Mining,,
Hamza Ahmed,CT-25279711,2025,MS in Data Science,CT-528,Advance Database Techniques,CT-559,Artificial Neural Networks,CT-493,Data Structure and Algorithm Design
Hassan Siddiqui,CT-24279712,2024,MS DS (Geospatial Data Science),CT-5011,GIS for Emergency Management,CT-530,Data Mining,,
Fatima Butt,CT-25279713,2025,MS in Computer Science and Information Technology,CT-516,Multimedia Communications,CT-577,Advanced Theory of Automata,CT-491,Operating System
Zohaib Khan,CT-24279714,2024,MS DS (Geospatial Data Science),CT-527,Image processing & Computer Vision,CT-5012,Emerging Trends in Remote Sensing & GIS,CT-495,Fundamentals of Remote Sensing and GIS
Mubashir Ahmed,CT-24279715,2024,MS in Information Security,CT-509,Distributed Systems,CT-555,Cloud Security,,
Hassan Siddiqui,CT-24279716,2024,MS DS (Geospatial Data Science),CT-527,Image processing & Computer Vision,CT-562,Machine Learning,,
Maryam Butt,CT-24279717,2024,MS DS (Geospatial Data Science),CT-5011,GIS for Emergency Management,CT-5005,Spatial Decision Support Systems,CT-495,Fundamentals of Remote Sensing and GIS
Amna Shah,CT-25279718,2025,MS in Information Security,CT-543,Database Security,CT-541,Network Security,CT-494,Introduction to Databases
Mubashir Siddiqui,CT-24279719,2024,MS DS (Geospatial Data Science),CT-5004,Advanced Programming in GIS,CT-590,Data Visualization,,
Mubashir Raza,CT-25279720,2025,MS in Information Security,CT-544,Cyber Crimes and Security,CT-554,Ethical Hacking,CT-494,Introduction to Databases
Amna Shah,CT-25279721,2025,MS in Data Science,CT-524,Knowledge Based System,CT-562,Machine Learning,CT-492,Object Oriented Programming
Amna Butt,CT-25279722,2025,MS in Computer Science and Information Technology,CT-523,Fuzzy Control & Neural Networks,CT-530,Data Mining,CT-491,Operating System
Sara Mir,CT-25279723,2025,MS in Information Security,CT-554,Ethical Hacking,CT-555,Cloud Security,,
Fatima Shah,CT-24279724,2024,MS DS (Geospatial Data Science),CT-5005,Spatial Decision Support Systems,CT-562,Machine Learning,CT-494,Introduction to Databases
Sara Siddiqui,CT-25279725,2025,MS in Computer Science and Information Technology,CT-523,Fuzzy Control & Neural Networks,CT-530,Data Mining,CT-494,Introduction to Databases
Bilal Butt,CT-25279726,2025,MS in Data Science,CT-559,Artificial Neural Networks,CT-529,Object Oriented Databases,CT-492,Object Oriented Programming
Hassan Raza,CT-24279727,2024,MS DS (Geospatial Data Science),CT-590,Data Visualization,CT-5011,GIS for Emergency Management,,
Hussain Mir,CT-25279728,2025,MS DS (Geospatial Data Science),CT-581,Statistics & Probability for Data Science,CT-527,Image processing & Computer Vision,CT-495,Fundamentals of Remote Sensing and GIS
Fatima Mir,CT-25279729,2025,MS in Computer Science and Information Technology,CT-513,Quality Information System,CT-501,Software Project Management,CT-491,Operating System
Zain Siddiqui,CT-24279730,2024,MS in Computer Science and Information Technology,CT-530,Data Mining,CT-511,Information System Development Methodologies,CT-494,Introduction to Databases
Hamza Ahmed,CT-25279731,2025,MS in Data Science,CT-527,Image processing & Computer Vision,CT-529,Object Oriented Databases,CT-493,Data Structure and Algorithm Design
Zohaib Siddiqui,CT-25279732,2025,MS in Computer Science and Information Technology,CT-512,Principles of Marketing,CT-523,Fuzzy Control & Neural Networks,,
Bilal Raza,CT-25279733,2025,MS DS (Geospatial Data Science),CT-581,Statistics & Probability for Data Science,CT-5012,Emerging Trends in Remote Sensing & GIS,,
Ali Raza,CT-24279734,2024,MS in Information Security,CT-554,Ethical Hacking,CT-509,Distributed Systems,CT-494,Introduction to Databases
Zain Shah,CT-24279735,2024,MS in Data Science,CT-559,Artificial Neural Networks,CT-528,Advance Database Techniques,CT-492,Object Oriented Programming
Hassan Mir,CT-24279736,2024,MS DS (Geospatial Data Science),CT-581,Statistics & Probability for Data Science,CT-527,Image processing & Computer Vision,,
Ali Mir,CT-25279737,2025,MS in Information Security,CT-552,Quantum Cryptography,CT-555,Cloud Security,,
Zain Butt,CT-24279738,2024,MS DS (Geospatial Data Science),CT-590,Data Visualization,CT-581,Statistics & Probability for Data Science,CT-495,Fundamentals of Remote Sensing and GIS
Mubashir Shah,CT-24279739,2024,MS in Data Science,CT-559,Artificial Neural Networks,CT-529,Object Oriented Databases,CT-492,Object Oriented Programming
Amna Ahmed,CT-24279740,2024,MS in Information Security,CT-552,Quantum Cryptography,CT-544,Cyber Crimes and Security,CT-493,Data Structure and Algorithm Design
Sara Siddiqui,CT-25279741,2025,MS in Computer Science and Information Technology,CT-516,Multimedia Communications,CT-501,Software Project Management,CT-491,Operating System
Usman Butt,CT-25279742,2025,MS in Information Security,CT-509,Distributed Systems,CT-541,Network Security,CT-494,Introduction to Databases
Zain Butt,CT-25279743,2025,MS DS (Geospatial Data Science),CT-590,Data Visualization,CT-5011,GIS for Emergency Management,CT-495,Fundamentals of Remote Sensing and GIS
Ayesha Khan,CT-24279744,2024,MS in Computer Science and Information Technology,CT-506,Advanced Analysis of Algorithms,CT-501,Software Project Management,CT-494,Introduction to Databases
Zohaib Butt,CT-24279745,2024,MS in Computer Science and Information Technology,CT-516,Multimedia Communications,CT-526,Logic Programming,,
Hussain Siddiqui,CT-25279746,2025,MS DS (Geospatial Data Science),CT-5004,Advanced Programming in GIS,CT-5012,Emerging Trends in Remote Sensing & GIS,,
Ayesha Butt,CT-24279747,2024,MS in Data Science,CT-530,Data Mining,CT-581,Statistics & Probability for Data Science,CT-492,Object Oriented Programming
Ahmed Shah,CT-25279748,2025,MS in Data Science,CT-529,Object Oriented Databases,CT-524,Knowledge Based System,CT-493,Data Structure and Algorithm Design
Ali Ahmed,CT-24279749,2024,MS DS (Geospatial Data Science),CT-5012,Emerging Trends in Remote Sensing & GIS,CT-5005,Spatial Decision Support Systems,,
Bilal Ahmed,CT-25279750,2025,MS in Information Security,CT-553,Emerging Trends in Information Security 3,CT-554,Ethical Hacking,CT-493,Data Structure and Algorithm Design
Mubashir Mir,CT-24279751,2024,MS in Data Science,CT-524,Knowledge Based System,CT-562,Machine Learning,CT-493,Data Structure and Algorithm Design
Hussain Khan,CT-24279752,2024,MS in Data Science,CT-530,Data Mining,CT-528,Advance Database Techniques,CT-493,Data Structure and Algorithm Design
Hussain Shah,CT-25279753,2025,MS in Information Security,CT-575,Cryptography,CT-507,Wireless and Mobile Communication Networks,CT-493,Data Structure and Algorithm Design
Usman Butt,CT-24279754,2024,MS in Data Science,CT-524,Knowledge Based System,CT-527,Image processing & Computer Vision,CT-493,Data Structure and Algorithm Design
Ahmed Shah,CT-25279755,2025,MS in Computer Science and Information Technology,CT-577,Advanced Theory of Automata,CT-530,Data Mining,,
Amna Khan,CT-24279756,2024,MS in Information Security,CT-543,Database Security,CT-542,Information Security Management,CT-493,Data Structure and Algorithm Design
Dua Siddiqui,CT-24279757,2024,MS DS (Geospatial Data Science),CT-581,Statistics & Probability for Data Science,CT-5012,Emerging Trends in Remote Sensing & GIS,CT-495,Fundamentals of Remote Sensing and GIS
Fatima Raza,CT-24279758,2024,MS in Computer Science and Information Technology,CT-512,Principles of Marketing,CT-523,Fuzzy Control & Neural Networks,CT-491,Operating System
Bilal Khan,CT-25279759,2025,MS DS (Geospatial Data Science),CT-5004,Advanced Programming in GIS,CT-581,Statistics & Probability for Data Science,,
Ayesha Mir,CT-25279760,2025,MS in Data Science,CT-559,Artificial Neural Networks,CT-581,Statistics & Probability for Data Science,CT-492,Object Oriented Programming
Ayesha Khan,CT-25279761,2025,MS DS (Geospatial Data Science),CT-581,Statistics & Probability for Data Science,CT-5007,Web GIS,CT-494,Introduction to Databases
Hussain Ahmed,CT-25279762,2025,MS DS (Geospatial Data Science),CT-530,Data Mining,CT-527,Image processing & Computer Vision,CT-494,Introduction to Databases
Ahmed Shah,CT-24279763,2024,MS in Data Science,CT-521,Distributed Intelligence Systems,CT-525,Modeling & Simulation,CT-493,Data Structure and Algorithm Design
Sara Mir,CT-25279764,2025,MS DS (Geospatial Data Science),CT-590,Data Visualization,CT-527,Image processing & Computer Vision,CT-494,Introduction to Databases
Zohaib Butt,CT-24279765,2024,MS in Computer Science and Information Technology,CT-513,Quality Information System,CT-523,Fuzzy Control & Neural Networks,CT-491,Operating System
Maryam Raza,CT-24279766,2024,MS in Data Science,CT-528,Advance Database Techniques,CT-529,Object Oriented Databases,CT-493,Data Structure and Algorithm Design
Maryam Butt,CT-24279767,2024,MS in Data Science,CT-529,Object Oriented Databases,CT-559,Artificial Neural Networks,CT-492,Object Oriented Programming
Ali Shah,CT-25279768,2025,MS DS (Geospatial Data Science),CT-5005,Spatial Decision Support Systems,CT-562,Machine Learning,,
Hamza Mir,CT-25279769,2025,MS in Data Science,CT-521,Distributed Intelligence Systems,CT-559,Artificial Neural Networks,CT-493,Data Structure and Algorithm Design
Fatima Raza,CT-25279770,2025,MS in Information Security,CT-552,Quantum Cryptography,CT-575,Cryptography,CT-493,Data Structure and Algorithm Design
Bilal Butt,CT-24279771,2024,MS in Data Science,CT-527,Image processing & Computer Vision,CT-559,Artificial Neural Networks,,
